0.000	-14.260
0.009	-14.260
0.017	-14.180
0.033	-14.340
0.038	-14.020
0.048	-14.100
0.063	-14.100
0.073	-14.260
0.085	-14.260
0.096	-14.340
0.109	-14.420
0.116	-14.180
0.128	-14.420
0.138	-14.020
0.149	-14.260
0.160	-14.180
0.172	-14.180
0.181	-14.100
0.190	-13.940
0.203	-14.180
0.213	-14.100
0.224	-14.020
0.236	-14.020
0.247	-14.180
0.255	-13.940
0.268	-14.100
0.280	-14.260
0.290	-14.100
0.300	-14.180
0.310	-14.180
0.321	-14.100
0.332	-14.020
0.339	-14.020
0.355	-14.100
0.364	-14.100
0.378	-14.340
0.388	-14.100
0.395	-13.940
0.409	-13.940
0.419	-13.940
0.430	-14.020
0.439	-14.020
0.452	-14.180
0.460	-13.940
0.471	-13.860
0.484	-14.020
0.495	-14.100
0.504	-13.940
0.514	-13.940
0.529	-14.180
0.538	-14.020
0.549	-14.100
0.560	-14.100
0.571	-14.180
0.580	-13.860
0.592	-14.180
0.601	-13.940
0.613	-14.180
0.626	-14.180
0.635	-14.020
0.645	-14.020
0.658	-14.180
0.668	-14.020
0.677	-13.940
0.688	-13.940
0.700	-14.100
0.708	-13.860
0.721	-14.020
0.733	-14.100
0.740	-13.860
0.755	-14.260
0.765	-13.940
0.774	-13.940
0.787	-14.020
0.795	-13.860
0.807	-14.020
0.819	-13.860
0.827	-13.860
0.838	-14.020
0.850	-14.100
0.861	-13.940
0.874	-14.260
0.882	-13.940
0.895	-14.100
0.903	-13.860
0.915	-14.100
0.925	-13.940
0.938	-14.100
0.948	-14.180
0.957	-14.020
0.969	-14.020
0.980	-13.940
0.992	-14.020
1.002	-13.940
1.014	-14.020
1.023	-14.020
1.035	-14.020
1.044	-13.860
1.055	-13.780
1.067	-14.020
1.079	-14.180
1.090	-14.020
1.099	-13.940
1.110	-14.020
1.121	-14.020
1.131	-13.860
1.142	-13.940
1.154	-13.860
1.163	-13.940
1.173	-13.860
1.185	-14.020
1.197	-13.780
1.206	-14.020
1.219	-14.020
1.227	-13.940
1.239	-13.940
1.249	-13.940
1.260	-13.780
1.272	-14.020
1.281	-14.020
1.294	-13.940
1.305	-13.940
1.316	-13.940
1.326	-13.860
1.338	-14.180
1.346	-13.780
1.360	-13.940
1.370	-14.020
1.377	-13.620
1.388	-13.860
1.401	-13.700
1.413	-14.020
1.421	-13.700
1.432	-13.940
1.442	-13.460
1.451	-13.620
1.466	-13.540
1.473	-13.540
1.488	-13.220
1.499	-13.620
1.510	-13.940
1.520	-13.700
1.530	-13.380
1.541	-13.460
1.550	-13.220
1.563	-13.140
1.573	-12.890
1.582	-12.970
1.596	-13.140
1.606	-12.810
1.619	-12.970
1.627	-12.810
1.638	-12.730
1.650	-12.650
1.659	-12.410
1.671	-12.410
1.679	-12.250
1.692	-12.250
1.703	-11.850
1.711	-11.850
1.725	-11.680
1.736	-11.520
1.746	-11.360
1.757	-11.280
1.770	-11.200
1.777	-10.720
1.791	-10.640
1.801	-10.320
1.811	-10.230
1.823	-9.990
1.835	-9.590
1.844	-8.950
1.853	-8.620
1.866	-8.460
1.875	-7.900
1.885	-7.490
1.895	-7.330
1.908	-6.770
1.920	-6.210
1.928	-5.640
1.939	-5.160
1.953	-4.510
1.965	-3.710
1.971	-3.220
1.983	-2.820
1.992	-1.930
2.005	-0.730
2.015	-0.080
2.026	0.810
2.037	1.930
2.047	2.820
2.058	3.950
2.069	4.840
2.082	5.960
2.091	7.490
2.101	8.860
2.111	9.750
2.123	11.770
2.135	13.540
2.146	15.310
2.156	17.250
2.166	19.260
2.177	21.030
2.186	23.050
2.196	25.470
