0.000	-3.897
0.019	-3.950
0.031	-3.870
0.039	-3.870
0.051	-3.870
0.060	-3.790
0.071	-3.710
0.083	-3.870
0.093	-3.790
0.103	-3.870
0.114	-3.790
0.127	-3.790
0.136	-3.790
0.147	-3.710
0.158	-3.790
0.170	-3.870
0.179	-3.790
0.189	-3.790
0.200	-3.870
0.210	-3.630
0.221	-3.710
0.234	-3.870
0.243	-3.470
0.255	-3.710
0.266	-3.790
0.276	-3.710
0.286	-3.790
0.299	-3.790
0.309	-3.870
0.320	-3.870
0.330	-3.710
0.340	-3.710
0.353	-3.790
0.363	-3.710
0.373	-3.870
0.384	-3.790
0.395	-3.790
0.407	-3.630
0.417	-3.790
0.430	-3.870
0.439	-3.710
0.450	-3.710
0.456	-3.790
0.470	-3.710
0.482	-3.790
0.492	-3.710
0.504	-3.790
0.513	-3.630
0.525	-3.870
0.536	-3.630
0.545	-3.710
0.556	-3.710
0.567	-3.710
0.579	-3.710
0.591	-3.790
0.600	-3.630
0.612	-3.790
0.622	-3.790
0.632	-3.710
0.643	-3.790
0.654	-3.710
0.667	-3.950
0.674	-3.630
0.686	-3.710
0.698	-3.710
0.708	-3.630
0.719	-3.630
0.731	-3.870
0.740	-3.630
0.750	-3.630
0.763	-3.870
0.773	-3.710
0.784	-3.630
0.795	-3.710
0.807	-3.870
0.818	-3.790
0.828	-3.710
0.836	-3.550
0.847	-3.710
0.858	-3.710
0.872	-3.870
0.880	-3.630
0.891	-3.630
0.903	-3.710
0.912	-3.630
0.924	-3.630
0.935	-3.710
0.947	-3.870
0.957	-3.710
0.967	-3.710
0.978	-3.710
0.989	-3.790
1.000	-3.710
1.011	-3.710
1.020	-3.630
1.032	-3.710
1.044	-3.790
1.053	-3.710
1.064	-3.710
1.074	-3.630
1.087	-3.790
1.096	-3.710
1.108	-3.710
1.119	-3.790
1.129	-3.710
1.138	-3.630
1.152	-3.710
1.162	-3.710
1.173	-3.630
1.183	-3.630
1.193	-3.630
1.204	-3.710
1.215	-3.550
1.227	-3.630
1.237	-3.550
1.248	-3.550
1.258	-3.470
1.271	-3.630
1.284	-3.630
1.292	-3.630
1.303	-3.630
1.314	-3.550
1.323	-3.470
1.333	-3.300
1.343	-3.300
1.355	-3.300
1.368	-3.550
1.378	-3.380
1.388	-3.300
1.398	-3.220
1.411	-3.220
1.419	-2.980
1.433	-3.300
1.443	-3.140
1.451	-2.980
1.465	-3.220
1.476	-2.980
1.487	-2.980
1.496	-2.820
1.507	-2.820
1.518	-2.900
1.527	-2.500
1.538	-2.660
1.551	-2.660
1.561	-2.500
1.573	-2.660
1.582	-2.500
1.594	-2.340
1.604	-2.420
1.615	-2.180
1.626	-2.010
1.638	-2.100
1.648	-1.850
1.658	-1.930
1.668	-1.770
1.679	-1.690
1.690	-1.450
1.700	-1.370
1.712	-1.290
1.722	-1.210
1.733	-1.050
1.743	-0.890
1.754	-0.640
1.767	-0.640
1.776	-0.320
1.787	-0.240
1.799	-0.080
1.807	0.320
1.819	0.560
1.832	0.730
1.841	1.050
1.851	1.290
1.864	1.610
1.874	1.770
1.885	2.260
1.893	2.660
1.904	3.140
1.916	3.380
1.926	4.030
1.941	4.350
1.949	4.840
1.960	5.320
1.970	6.040
1.979	6.690
1.990	7.250
2.003	7.820
2.015	8.460
2.024	9.030
2.034	10.070
2.045	10.880
2.056	12.010
2.069	12.570
2.076	13.700
2.088	14.590
2.098	15.790
2.109	17.160
2.119	18.130
2.132	20.230
2.144	21.110
2.152	22.970
2.164	24.340
2.174	25.870
2.184	28.290
2.197	30.300
2.205	32.640
