0.000	-14.260
0.006	-14.180
0.019	-14.420
0.027	-14.180
0.041	-14.260
0.052	-14.180
0.062	-14.260
0.072	-14.180
0.084	-14.180
0.095	-14.340
0.106	-14.260
0.116	-14.260
0.129	-14.340
0.138	-14.260
0.148	-14.100
0.160	-14.260
0.169	-14.100
0.181	-14.020
0.192	-14.100
0.202	-14.180
0.213	-14.100
0.223	-14.180
0.235	-14.180
0.246	-14.180
0.257	-14.180
0.268	-14.100
0.277	-14.100
0.289	-14.180
0.299	-14.020
0.311	-14.180
0.321	-14.100
0.331	-14.100
0.344	-14.100
0.354	-14.100
0.363	-13.940
0.375	-14.020
0.385	-14.020
0.396	-14.100
0.409	-14.180
0.418	-14.100
0.427	-13.940
0.442	-14.020
0.451	-14.180
0.460	-14.020
0.471	-13.940
0.484	-14.180
0.494	-13.940
0.505	-14.100
0.518	-14.180
0.525	-13.940
0.536	-13.940
0.550	-14.180
0.559	-14.020
0.571	-14.020
0.580	-14.020
0.589	-13.940
0.601	-14.100
0.611	-13.940
0.625	-14.100
0.633	-13.940
0.646	-14.100
0.655	-13.940
0.667	-14.020
0.677	-14.020
0.687	-14.020
0.699	-14.100
0.708	-13.860
0.721	-14.020
0.732	-13.940
0.744	-14.180
0.753	-14.020
0.765	-14.100
0.773	-13.860
0.787	-13.940
0.795	-13.940
0.807	-14.020
0.817	-13.940
0.830	-14.100
0.839	-13.780
0.851	-14.020
0.860	-13.940
0.873	-14.020
0.883	-14.020
0.893	-13.940
0.906	-14.100
0.913	-13.780
0.927	-14.020
0.939	-14.100
0.948	-14.020
0.959	-14.100
0.969	-13.780
0.980	-13.860
0.990	-13.940
1.001	-13.940
1.013	-13.940
1.022	-13.860
1.035	-14.020
1.044	-13.860
1.056	-13.700
1.067	-13.860
1.077	-13.860
1.089	-13.780
1.099	-13.860
1.106	-13.540
1.121	-13.780
1.131	-13.540
1.142	-13.620
1.153	-13.620
1.162	-13.380
1.173	-13.460
1.184	-13.540
1.195	-13.300
1.206	-13.380
1.218	-13.380
1.227	-13.220
1.240	-13.300
1.248	-13.050
1.260	-13.220
1.271	-13.050
1.281	-12.890
1.292	-12.890
1.303	-12.730
1.315	-12.810
1.326	-12.650
1.335	-12.410
1.347	-12.330
1.358	-12.410
1.367	-12.090
1.379	-12.250
1.388	-11.930
1.401	-12.010
1.411	-11.680
1.422	-11.600
1.434	-11.120
1.443	-11.200
1.455	-11.040
1.466	-10.880
1.476	-10.400
1.487	-10.320
1.498	-10.230
1.508	-9.910
1.518	-9.670
1.530	-9.510
1.539	-9.110
1.551	-8.950
1.562	-8.140
1.572	-8.060
1.584	-7.820
1.595	-7.580
1.605	-6.930
1.617	-6.690
1.625	-6.120
1.638	-5.800
1.647	-5.320
1.658	-4.840
1.670	-4.430
1.679	-3.790
1.692	-2.980
1.704	-2.500
1.712	-1.850
1.723	-1.210
1.734	-0.320
1.745	0.320
1.756	1.210
1.766	2.010
1.777	2.820
1.787	3.790
1.799	5.160
1.809	5.880
1.820	7.330
1.831	8.140
1.842	9.350
1.850	10.880
1.865	12.010
1.873	13.540
1.884	14.830
1.895	16.440
1.906	18.530
1.916	20.070
1.927	22.400
1.935	24.260
1.949	26.750
1.958	28.610
1.969	30.950
1.981	33.770
1.992	36.670
1.999	39.000
2.011	41.990
2.023	44.810
2.033	47.870
2.043	51.660
2.053	55.280
2.062	58.420
2.073	62.530
2.084	65.360
2.095	64.470
2.107	63.340
2.115	62.210
2.111	61.160
2.111	60.200
2.111	59.070
2.111	58.020
2.110	56.890
2.112	55.680
2.111	54.640
