0.000	-14.127
0.009	-14.260
0.019	-14.100
0.029	-14.020
0.040	-14.180
0.054	-14.260
0.064	-14.340
0.071	-14.020
0.087	-14.340
0.095	-14.100
0.105	-14.100
0.118	-14.260
0.128	-14.180
0.138	-14.100
0.151	-14.260
0.160	-14.100
0.171	-14.180
0.181	-14.020
0.191	-14.020
0.202	-14.020
0.214	-14.100
0.225	-14.020
0.236	-14.180
0.245	-14.020
0.259	-14.260
0.268	-14.100
0.277	-14.100
0.288	-14.020
0.299	-14.020
0.312	-14.180
0.321	-13.940
0.332	-14.020
0.343	-14.180
0.354	-14.100
0.364	-14.180
0.376	-14.100
0.385	-14.020
0.398	-14.020
0.409	-14.100
0.417	-14.100
0.429	-14.020
0.439	-14.020
0.450	-14.100
0.462	-14.020
0.471	-14.020
0.482	-13.940
0.494	-14.020
0.505	-14.020
0.516	-13.940
0.526	-13.940
0.539	-14.180
0.549	-14.100
0.558	-14.020
0.568	-14.020
0.579	-13.940
0.592	-14.100
0.602	-14.020
0.612	-14.180
0.625	-14.020
0.633	-13.940
0.645	-14.020
0.658	-14.100
0.664	-13.940
0.679	-14.100
0.688	-13.860
0.699	-14.100
0.711	-14.020
0.721	-14.180
0.733	-14.100
0.741	-13.860
0.755	-14.020
0.764	-13.860
0.776	-14.100
0.786	-13.860
0.798	-14.020
0.807	-14.020
0.817	-13.940
0.827	-13.860
0.840	-14.020
0.849	-13.940
0.860	-13.940
0.872	-14.100
0.882	-13.940
0.893	-14.020
0.904	-14.020
0.915	-13.940
0.924	-14.020
0.935	-13.860
0.948	-13.940
0.958	-13.860
0.969	-13.940
0.980	-14.020
0.989	-13.940
1.002	-14.020
1.012	-13.940
1.021	-13.780
1.033	-13.860
1.042	-13.780
1.055	-13.940
1.065	-13.860
1.077	-13.940
1.088	-13.860
1.099	-13.940
1.110	-13.940
1.120	-13.860
1.131	-13.940
1.141	-13.940
1.154	-13.940
1.162	-13.780
1.174	-13.700
1.185	-13.700
1.197	-13.860
1.209	-13.780
1.218	-13.860
1.228	-13.700
1.239	-13.700
1.252	-13.700
1.260	-13.460
1.272	-13.700
1.283	-13.700
1.293	-13.620
1.302	-13.220
1.316	-13.380
1.326	-13.300
1.335	-13.220
1.347	-13.220
1.356	-13.140
1.368	-13.050
1.378	-12.970
1.390	-12.970
1.401	-12.890
1.412	-12.890
1.421	-12.570
1.434	-12.730
1.444	-12.490
1.455	-12.490
1.467	-12.410
1.475	-12.170
1.486	-12.090
1.497	-11.930
1.509	-11.680
1.519	-11.520
1.530	-11.360
1.539	-11.200
1.550	-11.120
1.562	-11.040
1.574	-10.800
1.583	-10.480
1.593	-10.320
1.606	-9.990
1.617	-9.830
1.626	-9.510
1.637	-9.270
1.649	-8.950
1.659	-8.540
1.671	-8.220
1.680	-7.820
1.692	-7.490
1.701	-7.170
1.714	-6.850
1.725	-6.370
1.735	-5.720
1.745	-5.240
1.758	-4.750
1.767	-4.270
1.779	-3.630
1.790	-3.140
1.799	-2.420
1.810	-1.610
1.823	-0.970
1.833	0.000
1.841	0.730
1.851	1.690
1.862	2.500
1.875	3.550
1.887	4.270
1.895	5.400
1.906	6.770
1.917	8.140
1.928	8.950
1.936	10.320
1.950	12.010
1.960	13.300
1.970	14.990
1.983	16.280
1.993	18.530
2.000	20.150
2.011	22.400
2.022	24.260
2.037	27.080
2.047	29.330
2.056	31.590
2.065	33.770
2.077	37.150
2.089	39.810
2.099	42.310
2.111	46.340
2.118	49.320
2.131	53.350
2.139	56.970
2.154	58.830
2.165	57.700
2.171	56.890
2.182	55.770
2.193	54.880
